name1,name2,whole_adress,street2,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude
Psychological Consultation Center,NA,142 Flagg Road Kingston RI 02881,Chafee Social Sciences Building Suite,401-874-2268,401-874-4264,401-874-4263,NA,NA,MH * OP * OMH * CBT DBT GT IPT TELE * STG * SF * SS * TCC * SMON * ADLT CHLD SNR YAD * VAPN * DEC FPSY SPS,41.49097317863494,-71.5316731550108
Child and Family Services,Behavioral Health Services,31 John Clarke Road Middletown RI 02842,NA,401-849-2300,NA,NA,NA,NA,SA MH SUMH * OP * OMH * CBT CFT DBT IPT TELE * PVTN * MHC * MC MD MI OSF PI PCF SCJJ SF SI SMHA SWFS * SS * TAY SE GL TRMA PTSD SED * STU * HS PEER * ADLT CHLD SNR YAD * VPPD * FPSY SH TPC,41.50265098192325,-71.28670980754917
Newport County,Community Mental Health Center,65 Valley Road Middletown RI 02842,NA,401-846-1213,NA,NA,NA,NA,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZF PALIP ANTPYCH * AT DBT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI OSF PI SF SI SMHA * PA SS * GL CO SMI * STU * MST * PEER * ADLT SNR YAD * AH SP * VPPD * ACT COOT ICM PRS SEMP SH VRS CM SPS ES,41.51864279278227,-71.2933117613504
Newport Mental Health,Healthy Transitions,42 Valley Road Middletown RI 02842,NA,401-846-1213,NA,NA,NA,NA,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZF PALIP ANTPYCH * AT CFT DBT GT IDD IPT TELE * PVTN * CLF CMHG FG MC MD MI OSF PI SF SI SMHA * PA SS * TAY CO TRMA PEFP SED SMI * STU * MST * CHLD YAD * AH FX * F67 * VPPD * COOT FPSY ICM PRS SEMP SH VRS CM SPS ES,41.51864038658056,-71.29306501068734
Newport Mental Health,Newport County CMHC Inc,127 Johnny Cake Hill Road Middletown RI 02842,NA,401-846-1213,401-846-1213 x100,NA,NA,NA,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZF PALIP ANTPYCH * CFT DBT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI OSF PI SF SI SMHA * PA SS * GL CO TRMA SED SMI * STU * MST * PEER * ADLT CHLD SNR YAD * AH SP * VPPD * ACT COOT FPSY ICM PRS SEMP SH VRS CM SPS ES,NA,NA
Saint Marys Home for Children,NA,420 Fruit Hill Avenue North Providence RI 02911,NA,401-353-3900,401-353-3900 x219,401-353-3900 x416,NA,NA,MH SUMH * OP PHDT RES * MSMH * CBT CFT DBT EMDR GT IPT TELE * PVTN * FG MD PI SEF SF SI SWFS * PA SS * TAY GL TRMA PTSD SED SMI * PEER * SMON * ADLT CHLD SNR YAD * AH SP FX * F19 * VAPN * FPSY PRS CM ES,41.84976605741775,-71.46481577633304
Butler Hospital,NA,345 Blackstone Boulevard Providence RI 02906,NA,401-455-6200,NA,NA,NA,NA,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TMS TELE * CIT PEON WI * PVTN * MC MD MI OSF PI PCF SEF SF SI SMHA SWFS * PA * TAY SE GL CO TRMA SED SMI * STU * HIVT STDT MST LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP FX * F67 * VAPN * ACT COOT DEC FPSY IMR CM IPC SPS ES,41.84244825,-71.3807298637231
Community Care Alliance,Acute Stabilization Unit,100 Randall Street Providence RI 02904,3rd Floor,401-295-5979,NA,NA,NA,NA,SA MH SUMH * RES * ORES * NSC * AT CBT GT IDD * CIT * PVTN * MC MD PI SF SI SMHA * GL VET CO HV TRMA PTSD SMI * ADLT SNR YAD * SP FX * F19 * CM SPS,41.83722536567164,-71.41065098507462
Family Service of Rhode Island Inc,NA,55 Hope Street Providence RI 02906,NA,401-331-1350,NA,NA,NA,NA,SA MH SUMH * OP * OMH * AT CBT CFT EMDR IDD IPT TELE * CIT PEON * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI PCF SF SI SMHA SWFS VAF * PA SS * TAY HV TRMA PTSD * HIVT HCT * PEER * ADLT CHLD SNR YAD * AH SP * VPPD * COOT FPSY CM SPS,41.820166,-71.39549360000001
Family Service of Rhode Island Inc,AIDS Project Rhode Island,9 Pleasant Street Providence RI 02906,NA,401-831-5522 x3817,401-519-2280,NA,NA,NA,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * FG MC MD MI OSF PI SF SI SMHA * PA * SE GL VET CJ CO HV TRMA ALZ PED PTSD SMI * STU * HS PEER * ADLT SNR YAD * VPPD * CDM COOT IMR LAD PRS CM SPS ES,41.839121800522776,-71.40864562431456
Providence Center,Adult Behavioral Services,530 North Main Street Providence RI 02904,NA,401-528-0123,401-276-4020,NA,NA,NA,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * TAY SE CO TRMA PTSD SMI * STU * HS PEER * TCC * SMON * ADLT SNR YAD * AH SP FX * F67 * VAPN * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH VRS CM IPC SPS ES,41.83753946621621,-71.40928420945947
Providence Center,Child and Family Services,520 Hope Street Providence RI 02906,NA,401-528-0123,401-276-4020,NA,NA,NA,SA MH SUMH * OP * CMHC * ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT WI * PVTN * CMHG CSBG MC MD MI PI SEF SF SI SMHA SWFS * TAY CO TRMA PTSD SED SMI * SMON * CHLD YAD * AH SP FX * F67 * VAPN * ACT CDM COOT FPSY ICM SEMP VRS CM SPS ES,41.840931,-71.399147
Providence Center,Community Support Services,530 North Main Street Providence RI 02904,NA,401-528-0123,401-276-4020,NA,NA,NA,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * CO SMI * STU * HS PEER * TCC * SMON * ADLT SNR YAD * AH SP FX * F67 * VAPN * ACT CDM COOT DEC FPSY ICM IMR SEMP SH VRS CM IPC SPS ES,41.83753946621621,-71.40928420945947
Providence VAMC,MH and Behavioral Science (116A),830 Chalkstone Avenue Providence RI 02908,NA,401-273-7100 x13042,401-273-7100 x12010,NA,NA,NA,SA MH SUMH * HI OP * VAHC * NRT NSC * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * FED VAMC * PI VAF * SE GL VET ADM CO TRMA TBI ALZ PTSD SMI * STU * HS PEER * TCC * SMON * ADLT SNR YAD * AH * CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS ES,41.83180275,-71.4327732053246
Bradley Hospital,NA,1011 Veterans Memorial Parkway Riverside RI 02915,NA,401-432-1000,401-432-1364,855-543-5465,NA,NA,SA MH SUMH * HI OP PHDT RES * PSY * CHLOR FLUPH HALOP PERPH TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * FG MD MI PI SEF SF SI SMHA SWFS * GL CO TRMA PTSD SED * STU * HIVT STDT MST HBT LABT * PEER * TCC * SMON * CHLD * AH SP FX * F17 F28 F42 F67 * VAPN * DEC FPSY LAD CM SPS ES,NA,NA
North American Family Institute,Lincoln House,1 Rogler Farm Road Smithfield RI 02917,NA,401-333-3556 x5091,NA,NA,NA,NA,MH * RES * RTCA * HALOP CLOZA OLANZ RISPE ANTPYCH * GT * PVTN * MD SI SMHA * SE TRMA * STU * PEER * ADLT SNR YAD * VPPD * COOT FPSY IMR PRS SEMP CM IPC,41.929266,-71.538758
Thrive BHRI,Tiverton House,2698 Main Road Tiverton RI 02878,NA,401-624-2914,401-247-4278,401-624-2915,NA,NA,MH * RES * RTCA * CHLOR HALOP THIOR ARIPI CLOZA OLANZ RISPE ZIPRA NRT ANTPYCH * TELE AIM * CIT * PVTP * MD * SE CJ SMI * STU * LABT * HS * TCC * ADLT SNR * VAPN * COOT DEC IMR CM,41.606994,-71.193198
Thrive Behavioral Health,NA,25 Railroad Avenue Warren RI 02885,NA,401-247-4278,NA,NA,NA,NA,MH * OP * CHLOR FLUPH HALOP THIOR ARIPI CLOZA OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT IPT TELE AIM * CIT * PVTP * MD * CO SMI * PEER * ADLT SNR YAD * VPPD * ACT COOT SH CM,41.72963750373742,-71.28086434453404
CODAC Behavioral Healthcare,CODAC Health Lane,50 Health Lane Warwick RI 02886,NA,401-384-7300,NA,NA,NA,NA,SA MH * OP * NRT NSC * PVTN * MD PI SF * CO * STU * HIVT STDT TBS HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * CDM,41.70756333827223,-71.479251685984
Community Care Alliance,NA,800 Clinton Street Woonsocket RI 02895,Ground Level Suite,401-235-7269,401-235-7121,NA,NA,NA,SA MH SUMH * OP PHDT * CMHC * CBT CFT DBT GT IDD IPT * CIT WI * PVTN * MHC * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * CO * ADLT SNR YAD * SP * COOT SPS,42.0095415,-71.50236432847534
Community Care Alliance,Acute Emergency/Cocurring Services,800 Clinton Street Woonsocket RI 02895,NA,401-235-7000 x7468,401-235-7121,401-235-7000,NA,NA,SA MH SUMH * OP PHDT * CMHC * AT CBT CFT DBT GT IDD IPT * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * CO * ADLT SNR YAD * COOT FPSY CM SPS,42.0095415,-71.50236432847534
Community Care Alliance,Community Support Services,55 John A Cummings Way Woonsocket RI 02895,NA,401-235-7000,401-235-7121,NA,NA,NA,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON PEOFF * PVTN * MC MD MI OSF PI SF SI SMHA * PA * CO TRMA SMI * STU * MST LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * ACT COOT DEC FPSY PRS SEMP SH VRS CM ES,42.008365,-71.50490778864734
Landmark Medical Center,Behavioral Health,115 Cass Avenue Woonsocket RI 02895,NA,401-769-4100 x2550,401-769-4100,NA,NA,NA,SA MH SUMH * HI * IPSY * NRT NSC * AT CBT CFT DBT GT IDD IPT TELE * WI * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SF SI SMHA VAF * SMI * STU * TCC * SMON * ADLT SNR YAD * AH * CDM COOT DEC FPSY IMR PRS CM SPS,42.003766,-71.4954862267206
Beckman Center for Mental Health,Abbeville Clinic,101 Commercial Drive Abbeville SC 29620,NA,864-459-9671,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SEF SF SI SMHA SWFS * TAY GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM SPS ES,34.1623168,-82.3844297
Aiken/Barnwell Mental Health Center,NA,1135 Gregg Street Aiken SC 29801,NA,803-641-7700,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * STG * CMHG FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT FPSY PRS SH CM SPS,33.571945,-81.804755
Aurora Pavilion Behavioral Hlth Servs,NA,655 Medical Park Drive Aiken SC 29801,NA,803-641-5959 x5925,803-641-5959,800-273-7911,NA,NA,MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP PROCH ARIPI CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE NRT ANTPYCH * AT CBT ECT GT IDD IPT * PEON WI * PVTP * MC MD MI PI SF * STU * HIVT STDT TBS MST HBT HCT * PEER * TCC * SMON * ADLT CHLD SNR YAD * VAPN * CM SPS ES,33.573161229928814,-81.76133034657643
Charlie Norwood VAMC,Aiken CBOC,951 Milbrook Avenue Aiken SC 29803,NA,706-733-0188 x45611,803-643-9016,NA,NA,NA,SA MH SUMH * OP * VAHC * HALOP ARIPI CLOZA LURAS OLANZ QUETI RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * MC MD MI PI SF SI VAF * VET TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * ADLT SNR YAD * VAPN * DEC FPSY ICM PRS VRS CM IPC SPS ES,NA,NA
Anderson/Oconee/Pickens MH Center,Anderson Adult Clinic,200 McGee Road Anderson SC 29625,NA,864-260-2220,NA,NA,NA,NA,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE * CIT PEON PEOFF WI * STG * CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SWFS * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * ACT COOT FPSY ICM PRS SEMP SH CM SPS,34.53047,-82.684649
Children and Adolescent Services,William E Pascoe Clinic,515 Camson Road Anderson SC 29625,Suite A,864-716-2316,NA,NA,NA,NA,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE * CIT PEON PEOFF WI * STG * CMHG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * TAY GL CO DV TRMA PEFP PTSD SED * STU * LABT * TCC * SMON * CHLD * AH * VAPN * COOT FPSY PRS CM SPS ES,34.54738376375263,-82.69167266826334
Aiken/Barnwell Mental Health Center,The Polly Best Center,916 Reynolds Road Barnwell SC 29812,NA,803-259-7170,NA,803-641-7700,NA,NA,MH SUMH * OP * CMHC * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * STG * CMHG FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY ICM PRS SH CM SPS ES,33.256524743128146,-81.35974623251366
Lexington Cnty Comm Mental Health Ctr,Batesburg/Leesville Clinic,119-A Malibu Drive Batesburg SC 29006,NA,803-532-8414,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF CMHG FG MC MD MI OSF PI SEF SF SI * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY IMR PRS SEMP SH CM SPS ES,33.9125494,-81.531273
Beaufort Memorial Hospital,Mental Health Services,955 Ribaut Road Beaufort SC 29902,NA,843-522-5200 x5269,843-522-5269,NA,NA,NA,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT ECT GT IPT AIM * WI * LCCG * CLF MC MD MI PI SF SI SMHA VAF * SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT SNR YAD * VAPN * COOT DEC FPSY SPS,32.4172486,-80.6879832
Coastal Empire Community MH Center,Beaufort Mental Health Clinic,1050 Ribaut Road Beaufort SC 29902,NA,843-524-8899,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SCJJ SEF SF SI SWFS * TAY SE GL MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT FPSY ICM PRS SEMP SH VRS CM IPC SPS ES,32.4123525854716,-80.6872621895762
Tri County Community Mental Health Ctr,Marlboro County Clinic,1035 Cheraw Street Bennettsville SC 29512,NA,843-454-0841,NA,833-364-2274,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON WI * STG * CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY PRS SEMP CM SPS,34.6332925,-79.6972258
Santee/Wateree Mental Health Center,Lee County Clinic,134 East Church Street Bishopville SC 29010,NA,803-484-9414,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM IPC SPS ES,34.217578793241174,-80.24798773024862
Santee/Wateree Mental Health Center,Kershaw County Mental Health Clinic,2611 Liberty Hill Road Camden SC 29020,NA,803-432-5323,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM IPC SPS ES,34.27651085768731,-80.61051084389946
Charleston Dorchester Mental Health,Tri County Crisis Stabilization Center,5 Charleston Center Drive Charleston SC 29401,Suite 246,843-953-2390,NA,NA,NA,NA,MH SUMH * HI RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT TELE AIM * PEON * STG * CLF CMHG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * CO TRMA PEFP PTSD SMI * STU * MST LABT * TCC * SMON * ADLT SNR YAD * AH * VAPN * FPSY IPC SPS,NA,NA
Charleston/Dorchester MH Center,Charleston Clinic,2100 Charlie Hall Boulevard Charleston SC 29414,NA,843-414-2351,843-414-2350,843-852-4100,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * STG * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO HV TRMA PEFP PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP FX * F67 * VAPN * ACT COOT DEC FPSY ICM PRS SH VRS CM IPC SPS ES,32.813989772555296,-80.0454583761253
First Responder Support Team,NA,2090 Executive Hall Road Charleston SC 29407,Suite 150,843-212-8980,843-414-2351,NA,NA,NA,MH SUMH * OP * CMHC * RISPE ANTPYCH * CBT CFT EMDR IPT TELE * CIT PEON WI * STG * CLF CMHG MC MD OSF PI SF SI * SS * TRMA PTSD SMI * PEER * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY SPS,32.80570127272728,-80.03617881818181
Trident Medical Center,Lowcountry Transitions,9330 Medical Plaza Drive Charleston SC 29406,NA,843-847-3010,843-847-3055,854-900-5000,NA,NA,SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP LOXAP PERPH THIOR ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT ECT GT IDD TELE * CIT PEON WI * PVTP * MC MD MI OSF PI SF SI SMHA VAF * TAY SE GL VET ADM MF CO HV DV TRMA TBI PEFP PTSD SMI * STU * HIVT STDT TBS * TCC * SMON * ADLT SNR YAD * AH * VAPN * CDM,32.97603015,-80.07314591743759
Catawba Community Mental Health Center,Chester Clinic,524 Doctors Court Chester SC 29706,NA,803-581-8311,NA,800-475-1984,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT FPSY ICM PRS SEMP SH CM IPC SPS,34.68848090197202,-81.19031623275916
Tri County Mental Health Center,Chesterfield Clinic,207 Perry Wiley Way Chesterfield SC 29709,NA,843-623-2229,NA,833-364-2553,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON WI * STG * CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY PRS SEMP CM SPS,NA,NA
Beckman Center for Mental Health,Laurens Clinic,442 Professional Park Road Clinton SC 29325,NA,864-938-0912,NA,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SEF SF SI SMHA SWFS * TAY GL CJ CO DV TRMA PEFP PTSD SED SMI * STU * LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY PRS SEMP SH CM SPS ES,34.483496200000005,-81.93651426568665
Bryan Psychiatric Hospital Hall Inst,Child and Adolescent Services,220 Faison Drive Columbia SC 29203,NA,803-898-1662,NA,NA,NA,NA,SA MH SUMH * HI * PSY * CHLOR HALOP ARIPI BREXP OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * PEON * STG * MD MI PI SWFS * PA * MF CO TRMA PEFP PTSD SED * STU * HIVT STDT TBS LABT * SMON * CHLD * AH * VAPN * COOT FPSY CM SPS ES,34.0792534,-80.9804777
Columbia Area Mental Health Center,Adult Clinic Services,2715 Colonia Drive Columbia SC 29204,NA,803-898-0123,803-898-8888,NA,NA,NA,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PIMOZ PROCH THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * FQHC * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA VAF * SE CJ CO DV TRMA PEFP PTSD SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * ACT COOT DEC FPSY ICM PRS SH CM IPC SPS,NA,NA
Columbia Area Mental Health Center,Behavioral Therapy Program,2715 Colonial Drive Columbia SC 29203,Suite 200-A,803-898-4800,803-898-8888,NA,NA,NA,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA VAF * TAY SE CJ CO DV TRMA PED PEFP PTSD SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * ACT COOT DEC FPSY ICM PRS SH CM IPC SPS,34.02109176893761,-81.03346741848083
